ts_code,revenue,oper_cost
603190.SH,1190908620.29,890701302.64
603190.SH,762626906.13,556192228.56
603190.SH,338927826.05,244248735.72
603190.SH,1365589262.86,1040488359.22
603190.SH,1365589262.86,1040488359.22
603190.SH,972494080.86,729948505.07
603190.SH,620293163.56,458246394.52
603190.SH,1493865093.19,1144984377.17
603190.SH,1493865093.19,1144984377.17
603190.SH,1131672933.64,862027062.86
603190.SH,1314781422.35,930567910.43
603190.SH,1314781422.35,930567910.43
603190.SH,1006762139.42,738666654.7
603190.SH,1006762139.42,738666654.7
